date,increase,decrease,diff,score
2024-08-07,19,3,16,0.7272727272727273
2024-08-08,21,7,14,0.5
2024-08-09,14,1,13,0.8666666666666667
2024-08-10,4,5,-1,-0.1111111111111111
2024-08-11,10,3,7,0.5384615384615384
2024-08-12,11,10,1,0.047619047619047616
2024-08-13,23,2,21,0.84
2024-08-14,35,3,32,0.8421052631578947
2024-08-15,18,5,13,0.5652173913043478
2024-08-16,16,8,8,0.3333333333333333
2024-08-17,9,4,5,0.38461538461538464
2024-08-18,7,1,6,0.75
2024-08-19,18,6,12,0.5
2024-08-20,24,3,21,0.7777777777777778
2024-08-21,18,9,9,0.3333333333333333
2024-08-22,18,2,16,0.8
2024-08-23,29,9,20,0.5263157894736842
2024-08-24,17,2,15,0.7894736842105263
2024-08-25,9,2,7,0.6363636363636364
2024-08-26,28,5,23,0.696969696969697
2024-08-27,13,5,8,0.4444444444444444
2024-08-28,21,15,6,0.16666666666666666
2024-08-29,18,7,11,0.44
2024-08-30,39,16,23,0.41818181818181815
2024-08-31,26,10,16,0.4444444444444444
2024-09-01,15,17,-2,-0.0625
2024-09-02,24,21,3,0.06666666666666667
2024-09-03,27,9,18,0.5
2024-09-04,34,19,15,0.2830188679245283
2024-09-05,32,12,20,0.45454545454545453
2024-09-06,33,15,18,0.375
2024-09-07,25,7,18,0.5625
2024-09-08,27,3,24,0.8
2024-09-09,31,4,27,0.7714285714285715
2024-09-10,21,4,17,0.68
2024-09-11,30,15,15,0.3333333333333333
2024-09-12,45,9,36,0.6666666666666666
2024-09-13,25,13,12,0.3157894736842105
2024-09-14,15,5,10,0.5
2024-09-15,13,3,10,0.625
2024-09-16,23,16,7,0.1794871794871795
2024-09-17,45,8,37,0.6981132075471698
2024-09-18,38,7,31,0.6888888888888889
2024-09-19,51,9,42,0.7
2024-09-20,45,9,36,0.6666666666666666
2024-09-21,34,6,28,0.7
2024-09-22,22,2,20,0.8333333333333334
2024-09-23,139,14,125,0.8169934640522876
2024-09-24,12,3,9,0.6
2024-09-25,9,3,6,0.5
2024-09-26,11,2,9,0.6923076923076923
2024-09-27,13,2,11,0.7333333333333333
2024-09-28,6,1,5,0.7142857142857143
2024-09-29,9,2,7,0.6363636363636364
2024-09-30,13,5,8,0.4444444444444444
2024-10-01,4,1,3,0.6
2024-10-02,3,9,-6,-0.5
2024-10-03,2,5,-3,-0.42857142857142855
2024-10-04,7,3,4,0.4
2024-10-05,5,3,2,0.25
2024-10-06,5,2,3,0.42857142857142855
2024-10-07,15,2,13,0.7647058823529411
2024-10-08,13,3,10,0.625
2024-10-09,11,5,6,0.375
2024-10-10,5,2,3,0.42857142857142855
2024-10-11,4,1,3,0.6
2024-10-12,2,1,1,0.3333333333333333
2024-10-13,6,2,4,0.5
2024-10-14,10,1,9,0.8181818181818182
2024-10-15,12,0,12,1.0
2024-10-16,15,5,10,0.5
2024-10-17,25,2,23,0.8518518518518519
2024-10-18,14,4,10,0.5555555555555556
2024-10-19,5,3,2,0.25
2024-10-20,3,1,2,0.5
2024-10-21,16,3,13,0.6842105263157895
2024-10-22,14,3,11,0.6470588235294118
2024-10-23,13,6,7,0.3684210526315789
2024-10-24,14,3,11,0.6470588235294118
2024-10-25,12,2,10,0.7142857142857143
2024-10-26,3,0,3,1.0
2024-10-27,1,3,-2,-0.5
2024-10-28,14,5,9,0.47368421052631576
2024-10-29,16,3,13,0.6842105263157895
2024-10-30,16,3,13,0.6842105263157895
2024-10-31,13,3,10,0.625
2024-11-01,3,1,2,0.5
2024-11-02,2,1,1,0.3333333333333333
2024-11-03,3,0,3,1.0
2024-11-04,12,2,10,0.7142857142857143
2024-11-05,9,4,5,0.38461538461538464
2024-11-06,16,6,10,0.45454545454545453
2024-11-07,19,1,18,0.9
2024-11-08,18,1,17,0.8947368421052632
2024-11-09,7,2,5,0.5555555555555556
2024-11-10,6,0,6,1.0
2024-11-11,25,3,22,0.7857142857142857
2024-11-12,24,2,22,0.8461538461538461
2024-11-13,15,2,13,0.7647058823529411
2024-11-14,8,0,8,1.0
2024-11-15,8,4,4,0.3333333333333333
2024-11-16,12,1,11,0.8461538461538461
2024-11-17,9,2,7,0.6363636363636364
2024-11-18,15,2,13,0.7647058823529411
2024-11-19,17,6,11,0.4782608695652174
2024-11-20,18,8,10,0.38461538461538464
2024-11-21,17,2,15,0.7894736842105263
2024-11-22,14,0,14,1.0
2024-11-23,13,3,10,0.625
2024-11-24,9,2,7,0.6363636363636364
2024-11-25,31,10,21,0.5121951219512195
2024-11-26,22,7,15,0.5172413793103449
2024-11-27,20,5,15,0.6
2024-11-28,21,2,19,0.8260869565217391
2024-11-29,24,4,20,0.7142857142857143
2024-11-30,9,0,9,1.0
2024-12-01,5,2,3,0.42857142857142855
2024-12-02,20,5,15,0.6
2024-12-03,18,6,12,0.5
2024-12-04,23,2,21,0.84
2024-12-05,29,5,24,0.7058823529411765
2024-12-06,19,2,17,0.8095238095238095
2024-12-07,9,1,8,0.8
2024-12-08,7,0,7,1.0
2024-12-09,15,0,15,1.0
2024-12-10,18,11,7,0.2413793103448276
2024-12-11,21,3,18,0.75
2024-12-12,34,2,32,0.8888888888888888
2024-12-13,26,6,20,0.625
2024-12-14,10,6,4,0.25
2024-12-15,7,0,7,1.0
2024-12-16,33,1,32,0.9411764705882353
2024-12-17,29,3,26,0.8125
2024-12-18,31,11,20,0.47619047619047616
2024-12-19,12,13,-1,-0.04
2024-12-20,26,6,20,0.625
2024-12-21,8,3,5,0.45454545454545453
2024-12-22,5,2,3,0.42857142857142855
2024-12-23,14,5,9,0.47368421052631576
2024-12-24,17,6,11,0.4782608695652174
2024-12-25,14,4,10,0.5555555555555556
2024-12-26,12,0,12,1.0
2024-12-27,13,5,8,0.4444444444444444
2024-12-28,8,5,3,0.23076923076923078
2024-12-29,7,3,4,0.4
2024-12-30,16,8,8,0.3333333333333333
2024-12-31,19,9,10,0.35714285714285715
2025-01-01,0,0,0,NaN
2025-01-02,0,0,0,NaN
2025-01-03,0,0,0,NaN
2025-01-04,0,0,0,NaN
2025-01-05,0,0,0,NaN
2025-01-06,0,0,0,NaN
2025-01-07,0,0,0,NaN
